the_geom,MeterType,MeterNo,LONG,LAT,Status
POINT (-73.88352464474828 40.7465090551774),Strada,4122305,-73.8835246447,40.7465090552,Active
POINT (-73.82245303532301 40.753492904937744),Strada,4061148,-73.8224530353,40.7534929049,Active
POINT (-73.75850748374603 40.74100793796638),Strada,4211723,-73.7585074837,40.741007938,Active
POINT (-73.9886454290747 40.72709477734698),Strada,1043114,-73.9886454291,40.7270947773,Active
POINT (-73.87176601825678 40.71383059516996),Strada,4523011,-73.8717660183,40.7138305952,Active
POINT (-73.99468007947948 40.76561686005665),Strada,1403139,-73.9946800795,40.7656168601,Active
POINT (-74.00468081670058 40.737787711551675),Strada,1413030,-74.0046808167,40.7377877116,Active
POINT (-73.97107580921555 40.75753605188055),Strada,1433368,-73.9710758092,40.7575360519,Active
POINT (-73.93972734577413 40.84268591894367),Strada,1058408,-73.9397273458,40.8426859189,Active
POINT (-73.95093490272494 40.79465336991444),Strada,1348083,-73.9509349027,40.7946533699,Active
POINT (-73.99069882109015 40.71542979926505),Strada,1023139,-73.9906988211,40.7154297993,Active
POINT (-73.915901126085 40.76069466829938),Strada,4072236,-73.9159011261,40.7606946683,Active
POINT (-73.93973398588176 40.840498920698046),Strada,1058287,-73.9397339859,40.8404989207,Active
POINT (-73.97659550914398 40.76532388784773),Strada,1433784,-73.9765955091,40.7653238878,Active
POINT (-73.96844530392816 40.755619545627276),Strada,1433864,-73.9684453039,40.7556195456,Active
POINT (-73.98834497488772 40.745069072793825),Strada,1443472,-73.9883449749,40.7450690728,Active
POINT (-73.97934765345433 40.593281571413776),Strada,3543053,-73.9793476535,40.5932815714,Active
POINT (-73.93579685807282 40.621023011966),Strada,3333038,-73.9357968581,40.621023012,Active
POINT (-73.94238288434933 40.70189662621815),Strada,3193008,-73.9423828843,40.7018966262,Active
POINT (-73.9181924591725 40.61928281158647),Strada,3333123,-73.9181924592,40.6192828116,Active
POINT (-73.92380632111573 40.60911782867714),Strada,3333063,-73.9238063211,40.6091178287,Active
POINT (-73.92875053915124 40.61867713306877),Strada,3333108,-73.9287505392,40.6186771331,Active
POINT (-73.97607249464795 40.67475812315932),Strada,3179373,-73.9760724946,40.6747581232,Active
POINT (-73.94003352737106 40.69973233015114),Strada,3193048,-73.9400335274,40.6997323302,Active
POINT (-73.9945659840091 40.74114666351084),Strada,1453068,-73.994565984,40.7411466635,Active
POINT (-73.92034338043707 40.74136272276649),Strada,4013112,-73.9203433804,40.7413627228,Active
POINT (-73.79017068179864 40.706944804771844),Strada,4033061,-73.7901706818,40.7069448048,Active
POINT (-73.80841002305495 40.70107211450844),Strada,4033008,-73.8084100231,40.7010721145,Active
POINT (-73.83931529522584 40.71955024306129),Strada,4043046,-73.8393152952,40.7195502431,Active
POINT (-73.91142066344301 40.762149872661496),Strada,4072260,-73.9114206634,40.7621498727,Active
POINT (-73.80920611613111 40.7057867910952),Strada,4081826,-73.8092061161,40.7057867911,Active
POINT (-73.79634838672156 40.70884414030046),Strada,4081970,-73.7963483867,40.7088441403,Active
POINT (-73.91599433908708 40.764094285853076),Strada,4072245,-73.9159943391,40.7640942859,Active
POINT (-73.95850328395619 40.74201026113465),Strada,4152159,-73.958503284,40.7420102611,Active
POINT (-73.94224840622303 40.746166947371606),Strada,4152074,-73.9422484062,40.7461669474,Active
POINT (-73.98611132945102 40.727186280334045),Strada,1133050,-73.9861113295,40.7271862803,Active
POINT (-73.97700665867549 40.77969123245103),Strada,1033008,-73.9770066587,40.7796912325,Active
POINT (-74.00192060193461 40.73958091704183),Strada,1453212,-74.0019206019,40.739580917,Active
POINT (-73.99303033007068 40.742408637807195),Strada,1453315,-73.9930303301,40.7424086378,Active
POINT (-73.93899256761236 40.82203353971861),Strada,1109649,-73.9389925676,40.8220335397,Active
POINT (-73.99161673950792 40.7197435711875),Strada,1023025,-73.9916167395,40.7197435712,Active
POINT (-73.98909755165892 40.718530000638516),Strada,1023062,-73.9890975517,40.7185300006,Active
POINT (-73.95227545771832 40.79255889292309),Strada,1348090,-73.9522754577,40.7925588929,Active
POINT (-73.98595325141194 40.744059982711974),Strada,1443479,-73.9859532514,40.7440599827,Active
POINT (-73.85437306971376 40.711072115187406),Strada,4522521,-73.8543730697,40.7110721152,Active
POINT (-73.97650562614939 40.635776472445436),Strada,3602952,-73.9765056261,40.6357764724,Active
POINT (-73.98004643208529 40.575449386231305),Strada,3253011,-73.9800464321,40.5754493862,Active
POINT (-73.97820293179548 40.75491972536435),Strada,1433311,-73.9782029318,40.7549197254,Active
POINT (-73.98221832309893 40.57467372953597),Strada,3253004,-73.9822183231,40.5746737295,Active
POINT (-73.98358596821048 40.765939417825194),Strada,1403076,-73.9835859682,40.7659394178,Active
POINT (-73.81488323035009 40.734510223920374),Strada,4512495,-73.8148832304,40.7345102239,Active
POINT (-73.99092326072545 40.73371412178072),Strada,1473002,-73.9909232607,40.7337141218,Active
POINT (-74.00946981705239 40.709507953780104),Strada,1483084,-74.0094698171,40.7095079538,Active
POINT (-73.83371846021578 40.71659014590984),Strada,4043036,-73.8337184602,40.7165901459,Active
POINT (-73.98523541409233 40.73645672491995),Strada,1453093,-73.9852354141,40.7364567249,Active
POINT (-73.99345232879816 40.736386295616015),Strada,1453300,-73.9934523288,40.7363862956,Active
POINT (-73.99177985087445 40.74500703519327),Strada,1443530,-73.9917798509,40.7450070352,Active
POINT (-73.98748350669278 40.755132400375366),Strada,1443301,-73.9874835067,40.7551324004,Active
POINT (-73.98518546057548 40.75317237667434),Strada,1443319,-73.9851854606,40.7531723767,Active
POINT (-73.995256290579 40.74636742793577),Strada,1443520,-73.9952562906,40.7463674279,Active
POINT (-73.97731130033827 40.755649076863335),Strada,1433760,-73.9773113003,40.7556490769,Inactive
POINT (-73.79235005616685 40.70468636777636),Strada,4033058,-73.7923500562,40.7046863678,Active
POINT (-73.90250980581955 40.6458995401134),Strada,3863002,-73.9025098058,40.6458995401,Active
POINT (-73.83162920762973 40.7154956448545),Strada,4043056,-73.8316292076,40.7154956449,Active
POINT (-73.93860048327345 40.80496587876313),Strada,1503008,-73.9386004833,40.8049658788,Active
POINT (-73.98135640262012 40.741089333283476),Strada,1443703,-73.9813564026,40.7410893333,Active
POINT (-73.97894738568748 40.74479338017024),Strada,1443734,-73.9789473857,40.7447933802,Active
POINT (-73.99737837458166 40.7409011206372),Strada,1453122,-73.9973783746,40.7409011206,Active
POINT (-73.9790731693966 40.75365100074341),Strada,1433288,-73.9790731694,40.7536510007,Active
POINT (-73.92917347618943 40.61874430852986),Strada,3333074,-73.9291734762,40.6187443085,Active
POINT (-73.97710936297156 40.596608575282104),Strada,3543011,-73.977109363,40.5966085753,Active
POINT (-73.86886894167586 40.749141792909185),Strada,4221283,-73.8688689417,40.7491417929,Active
POINT (-73.7862748538293 40.70783489759693),Strada,4033065,-73.7862748538,40.7078348976,Active
POINT (-73.87805500248103 40.71279566219345),Strada,4523002,-73.8780550025,40.7127956622,Active
POINT (-73.92944632237379 40.61574687422988),Strada,3333054,-73.9294463224,40.6157468742,Active
POINT (-73.94072794295816 40.69998507103457),Strada,3193042,-73.940727943,40.699985071,Active
POINT (-73.97614687601903 40.63148082031572),Strada,3602933,-73.976146876,40.6314808203,Active
POINT (-73.96566315300203 40.64059363032764),Strada,3602970,-73.965663153,40.6405936303,Active
POINT (-73.97035479878139 40.609025783618044),Strada,3413029,-73.9703547988,40.6090257836,Active
POINT (-73.91567437741043 40.65584296629494),Strada,3433013,-73.9156743774,40.6558429663,Active
POINT (-73.86674540813115 40.854698214879306),Strada,2093030,-73.8667454081,40.8546982149,Active
POINT (-73.86982793311468 40.750002415538006),Strada,4221260,-73.8698279331,40.7500024155,Active
POINT (-73.86048599821675 40.73104116143883),Strada,4451791,-73.8604859982,40.7310411614,Active
POINT (-73.8691121468593 40.74879887006465),Strada,4221282,-73.8691121469,40.7487988701,Active
POINT (-73.92319352566317 40.6101234323966),Strada,3333060,-73.9231935257,40.6101234324,Active
POINT (-73.91359293826997 40.774801313192846),Strada,4181660,-73.9135929383,40.7748013132,Active
POINT (-73.86062597285365 40.72883791261699),Strada,4173032,-73.8606259729,40.7288379126,Active
POINT (-73.89249595617255 40.727563465342406),Strada,4353027,-73.8924959562,40.7275634653,Active
POINT (-73.9995418477101 40.72033696469381),Strada,1243109,-73.9995418477,40.7203369647,Active
POINT (-73.99283865453208 40.7437329942819),Strada,1443570,-73.9928386545,40.7437329943,Active
POINT (-73.93991458276109 40.8364116065715),Strada,1369642,-73.9399145828,40.8364116066,Active
POINT (-73.95360375495007 40.82239930461018),Strada,1228489,-73.953603755,40.8223993046,Active
POINT (-73.9557120118639 40.77226414304836),Strada,1264955,-73.9557120119,40.772264143,Active
POINT (-73.87730793662271 40.829014766340165),Strada,2203039,-73.8773079366,40.8290147663,Active
POINT (-73.92480899031145 40.663771366841445),Strada,3373004,-73.9248089903,40.6637713668,Active
POINT (-73.92781831195357 40.755615605783944),Strada,4233009,-73.927818312,40.7556156058,Active
POINT (-73.94078104126102 40.626463504579355),Strada,3333025,-73.9407810413,40.6264635046,Active
POINT (-73.91594067426016 40.74244093450755),Strada,4013069,-73.9159406743,40.7424409345,Active
POINT (-73.91606748394896 40.655226125670836),Strada,3433003,-73.9160674839,40.6552261257,Active
POINT (-73.96353995484803 40.61549325139144),Strada,3413008,-73.9635399548,40.6154932514,Active
POINT (-73.93989203046783 40.59079006753806),Strada,3573029,-73.9398920305,40.5907900675,Active
POINT (-73.9278336576561 40.744659194529916),Strada,4013044,-73.9278336577,40.7446591945,Active
POINT (-73.99373149118388 40.76185169455763),Strada,1403104,-73.9937314912,40.7618516946,Active
POINT (-73.91915683170731 40.619607329239805),Strada,3333113,-73.9191568317,40.6196073292,Active
POINT (-73.94290901731249 40.70161690117366),Strada,3193038,-73.9429090173,40.7016169012,Active
POINT (-73.83087989400002 40.70883075883352),Strada,4023116,-73.830879894,40.7088307588,Active
POINT (-73.86619192899519 40.67638333719563),Strada,3773002,-73.866191929,40.6763833372,Active
POINT (-73.97438906490983 40.596664759363584),Strada,3543061,-73.9743890649,40.5966647594,Active
POINT (-73.93374335696741 40.61935078024813),Strada,3333044,-73.933743357,40.6193507802,Active
POINT (-73.99840343773343 40.72280006782544),Strada,1473132,-73.9984034377,40.7228000678,Inactive
POINT (-73.96429996215767 40.773807858431184),Strada,1183063,-73.9642999622,40.7738078584,Active
POINT (-73.77272944261213 40.7670898743939),Strada,4213082,-73.7727294426,40.7670898744,Active
POINT (-73.97440050015722 40.76150008080945),Strada,1433266,-73.9744005002,40.7615000808,Active
POINT (-73.95402972167147 40.78756221970981),Strada,1273048,-73.9540297217,40.7875622197,Active
POINT (-73.93351790685853 40.74288496009466),Strada,4151986,-73.9335179069,40.7428849601,Active
POINT (-73.8845328420873 40.74602505171854),Strada,4413100,-73.8845328421,40.7460250517,Active
POINT (-74.00111101460189 40.71973902449497),Strada,1473105,-74.0011110146,40.7197390245,Planned
POINT (-73.94576789572477 40.78588846135324),Strada,1263088,-73.9457678957,40.7858884614,Active
POINT (-73.94423476431487 40.78835829247298),Strada,1263086,-73.9442347643,40.7883582925,Active
POINT (-73.98447064381551 40.73721323356704),Strada,1453353,-73.9844706438,40.7372132336,Active
POINT (-73.90822048654127 40.87360267551998),Strada,2263004,-73.9082204865,40.8736026755,Active
POINT (-73.76187379027103 40.713525913493456),Strada,4243123,-73.7618737903,40.7135259135,Active
POINT (-73.94506271373203 40.81315825780654),Strada,1103002,-73.9450627137,40.8131582578,Active
POINT (-73.97812944508692 40.778148624291234),Strada,1039002,-73.9781294451,40.7781486243,Inactive
POINT (-73.75429805485913 40.603917833902884),Strada,4823002,-73.7542980549,40.6039178339,Active
POINT (-73.76458888853568 40.69188644760561),Strada,4253102,-73.7645888885,40.6918864476,Active
POINT (-73.73376242268394 40.77218673141568),Strada,4333129,-73.7337624227,40.7721867314,Active
POINT (-73.98007228925641 40.775828936666414),Strada,1039005,-73.9800722893,40.7758289367,Inactive
POINT (-73.70281414232677 40.75198689049707),Strada,4473118,-73.7028141423,40.7519868905,Active
POINT (-74.00822082313289 40.71473531157028),Strada,1113049,-74.0082208231,40.7147353116,Inactive
POINT (-74.00530855526458 40.73723535981463),Strada,1413035,-74.0053085553,40.7372353598,Active
POINT (-73.71669546539295 40.74398379046411),Strada,4473103,-73.7166954654,40.7439837905,Active
POINT (-73.77007889596318 40.76270743317425),Strada,4213060,-73.770078896,40.7627074332,Active
POINT (-73.70803422677326 40.73749568560406),Strada,4473127,-73.7080342268,40.7374956856,Active
POINT (-73.81916742934078 40.675664790978836),Strada,4483143,-73.8191674293,40.675664791,Active
POINT (-73.82580109654398 40.74314444536629),Strada,4513020,-73.8258010965,40.7431444454,Active
POINT (-73.78618044879026 40.73941298388522),Strada,4423123,-73.7861804488,40.7394129839,Active
POINT (-73.98483840275613 40.7517948847417),Strada,1443041,-73.9848384028,40.7517948847,Active
POINT (-73.97416042447088 40.59672828597678),Strada,3543106,-73.9741604245,40.596728286,Active
POINT (-73.95005512799223 40.80173214694329),Strada,1253016,-73.950055128,40.8017321469,Active
POINT (-73.83275641034685 40.678632281468744),Strada,4443173,-73.8327564103,40.6786322815,Active
POINT (-73.90338374360785 40.859426083717494),Strada,2013181,-73.9033837436,40.8594260837,Active
POINT (-73.9452510486342 40.630406552475215),Strada,3043224,-73.9452510486,40.6304065525,Active
POINT (-73.8733936102333 40.72770625315316),Strada,4493146,-73.8733936102,40.7277062532,Active
POINT (-73.9309775232173 40.67107147239615),Strada,3213025,-73.9309775232,40.6710714724,Active
POINT (-73.95522340250467 40.58278420079322),Strada,3343060,-73.9552234025,40.5827842008,Active
POINT (-74.11735708710802 40.628996553784546),Strada,5043075,-74.1173570871,40.6289965538,Active
POINT (-74.07774236484417 40.64121018996022),Strada,5023062,-74.0777423648,40.64121019,Active
POINT (-73.98458407506422 40.59644914624586),Strada,3543108,-73.9845840751,40.5964491462,Active
POINT (-73.95393766829551 40.68083040516413),Strada,3403155,-73.9539376683,40.6808304052,Active
POINT (-73.90804435784064 40.77454743896605),Strada,4183017,-73.9080443578,40.774547439,Active
POINT (-73.99943952206807 40.72153456187323),Strada,1473100,-73.9994395221,40.7215345619,Active
POINT (-74.00509025095502 40.707084397013865),Strada,1483026,-74.005090251,40.707084397,Active
POINT (-73.91904508734744 40.699145945780906),Strada,3303008,-73.9190450873,40.6991459458,Active
POINT (-74.07630856248538 40.6364680061034),Strada,5023005,-74.0763085625,40.6364680061,Active
POINT (-73.91786428377105 40.698810585861104),Strada,3303043,-73.9178642838,40.6988105859,Active
POINT (-73.99246067406192 40.73289379418624),Strada,1473057,-73.9924606741,40.7328937942,Active
POINT (-73.97678326050311 40.754491381940745),Strada,1433733,-73.9767832605,40.7544913819,Active
POINT (-73.93846277423259 40.845802787007365),Strada,1058376,-73.9384627742,40.845802787,Active
POINT (-73.96664379628515 40.8045463452208),Strada,1218194,-73.9666437963,40.8045463452,Active
POINT (-73.93970406372512 40.84178166042141),Strada,1058412,-73.9397040637,40.8417816604,Active
POINT (-73.99672507267289 40.71839820428099),Strada,1243026,-73.9967250727,40.7183982043,Active
POINT (-73.98759492800151 40.76449736137841),Strada,1403007,-73.987594928,40.7644973614,Active
POINT (-73.98926657430964 40.76121109471036),Strada,1403052,-73.9892665743,40.7612110947,Active
POINT (-73.98159140016806 40.736784464843645),Strada,1043003,-73.9815914002,40.7367844648,Active
POINT (-73.93762343324283 40.84382182132679),Strada,1058295,-73.9376234332,40.8438218213,Active
POINT (-73.99741346142861 40.7189863583141),Strada,1243012,-73.9974134614,40.7189863583,Active
POINT (-73.98803462264998 40.76222940064425),Strada,1403062,-73.9880346226,40.7622294006,Active
POINT (-73.98467661743119 40.76738873798841),Strada,1403023,-73.9846766174,40.767388738,Active
POINT (-73.99206964917516 40.73087511474899),Strada,1473013,-73.9920696492,40.7308751147,Active
POINT (-73.99509919464195 40.72801610580373),Strada,1473085,-73.9950991946,40.7280161058,Active
POINT (-74.00603604942782 40.70550429967221),Strada,1113002,-74.0060360494,40.7055042997,Active
POINT (-74.01293788723073 40.704978736236775),Strada,1483072,-74.0129378872,40.7049787362,Active
POINT (-73.99402729235112 40.72878785958397),Strada,1473021,-73.9940272924,40.7287878596,Active
POINT (-73.87965359112414 40.88181213110901),Strada,2073020,-73.8796535911,40.8818121311,Active
POINT (-73.87879489149326 40.886168083376674),Strada,2073029,-73.8787948915,40.8861680834,Active
POINT (-73.87800995276247 40.88075314224607),Strada,2073007,-73.8780099528,40.8807531422,Active
POINT (-73.87720590163147 40.87202170938748),Strada,2073071,-73.8772059016,40.8720217094,Active
POINT (-73.90892160932752 40.85388558187106),Strada,2103015,-73.9089216093,40.8538855819,Active
POINT (-73.88733592472997 40.855733613207065),Strada,2131199,-73.8873359247,40.8557336132,Active
POINT (-73.88626239012198 40.854704753129305),Strada,2131188,-73.8862623901,40.8547047531,Active
POINT (-73.91990232339559 40.83533625642186),Strada,2123006,-73.9199023234,40.8353362564,Active
POINT (-73.84365861581448 40.8405491802242),Strada,2162790,-73.8436586158,40.8405491802,Active
POINT (-73.84438050822517 40.84260722606862),Strada,2162809,-73.8443805082,40.8426072261,Active
POINT (-73.83478006646322 40.83778545608655),Strada,2162830,-73.8347800665,40.8377854561,Active
POINT (-73.82219134469783 40.826778888594035),Strada,2162876,-73.8221913447,40.8267788886,Active
POINT (-73.82329656006482 40.82749108406916),Strada,2162882,-73.8232965601,40.8274910841,Active
POINT (-73.92447751507511 40.82759482698414),Strada,2143013,-73.9244775151,40.827594827,Active
POINT (-73.95295735529355 40.78042549953132),Strada,1208030,-73.9529573553,40.7804254995,Active
POINT (-73.95275225822073 40.78900421015382),Strada,1348077,-73.9527522582,40.7890042102,Active
POINT (-73.94955585414226 40.78071263204023),Strada,1264931,-73.9495558541,40.780712632,Active
POINT (-73.9749543445217 40.790032224108145),Strada,1218154,-73.9749543445,40.7900322241,Active
POINT (-73.96357338337721 40.80874325526521),Strada,1218188,-73.9635733834,40.8087432553,Active
POINT (-73.88801036564814 40.85586588569886),Strada,2131180,-73.8880103656,40.8558658857,Active
POINT (-73.90890576412353 40.85374332231001),Strada,2103002,-73.9089057641,40.8537433223,Active
POINT (-73.94758538135572 40.77546453871634),Strada,1294850,-73.9475853814,40.7754645387,Active
POINT (-73.99411814129695 40.681243251724595),Strada,3183050,-73.9941181413,40.6812432517,Active
POINT (-73.9714691347424 40.67636534735341),Strada,3249875,-73.9714691347,40.6763653474,Active
POINT (-73.91996114048852 40.70005831935301),Strada,3303037,-73.9199611405,40.7000583194,Active
POINT (-73.9841168303079 40.66372454815706),Strada,3179764,-73.9841168303,40.6637245482,Active
POINT (-74.01343650883307 40.62790954509585),Strada,3441562,-74.0134365088,40.6279095451,Active
POINT (-73.99711535172094 40.67968408668291),Strada,3183029,-73.9971153517,40.6796840867,Active
POINT (-74.02898893164425 40.62830364543256),Strada,3423058,-74.0289889316,40.6283036454,Active
POINT (-74.02259561474426 40.63660271389554),Strada,3423078,-74.0225956147,40.6366027139,Active
POINT (-73.99587252384576 40.6349553343283),Strada,3493090,-73.9958725238,40.6349553343,Active
POINT (-73.97419373633491 40.60465977284474),Strada,3483054,-73.9741937363,40.6046597728,Active
POINT (-73.9196007616735 40.69922933822819),Strada,3303033,-73.9196007617,40.6992293382,Active
POINT (-73.99647092508529 40.6129959525225),Strada,3453008,-73.9964709251,40.6129959525,Active
POINT (-74.00082260930965 40.61304650047455),Strada,3493018,-74.0008226093,40.6130465005,Active
POINT (-73.99880041509402 40.63770075284767),Strada,3441585,-73.9988004151,40.6377007528,Active
POINT (-73.99405132311894 40.68152855459864),Strada,3183051,-73.9940513231,40.6815285546,Active
POINT (-73.99101421846076 40.68582365770956),Strada,3183065,-73.9910142185,40.6858236577,Active
POINT (-73.96881441540758 40.67808795270219),Strada,3249865,-73.9688144154,40.6780879527,Active
POINT (-73.9700102193072 40.60468042211197),Strada,3483030,-73.9700102193,40.6046804221,Active
POINT (-73.99505123984814 40.633606502621625),Strada,3493038,-73.9950512398,40.6336065026,Active
POINT (-73.98072108877142 40.60517639655695),Strada,3483018,-73.9807210888,40.6051763966,Active
POINT (-73.99295166552365 40.6161257385101),Strada,3453020,-73.9929516655,40.6161257385,Active
POINT (-73.87822925569772 40.68198051030553),Strada,3583022,-73.8782292557,40.6819805103,Active
POINT (-73.82773228928805 40.83258328197115),Strada,2162856,-73.8277322893,40.832583282,Active
POINT (-73.72163615120178 40.72525468738594),Strada,4303071,-73.7216361512,40.7252546874,Active
POINT (-73.89952632185687 40.71079172792962),Strada,4263021,-73.8995263219,40.7107917279,Active
POINT (-73.89699820955437 40.706792574325185),Strada,4263015,-73.8969982096,40.7067925743,Active
POINT (-73.86245678800579 40.73789768312168),Strada,4413148,-73.862456788,40.7378976831,Active
POINT (-73.87827302325867 40.73669838216372),Strada,4413016,-73.8782730233,40.7366983822,Active
POINT (-73.87190088930143 40.74237306615865),Strada,4413115,-73.8719008893,40.7423730662,Active
POINT (-73.74212601079424 40.716876662146326),Strada,4303026,-73.7421260108,40.7168766621,Active
POINT (-73.87185476851293 40.74249269325204),Strada,4413120,-73.8718547685,40.7424926933,Active
POINT (-73.87367082924978 40.733915422694665),Strada,4413037,-73.8736708292,40.7339154227,Active
POINT (-73.87439846986507 40.73442498455301),Strada,4413026,-73.8743984699,40.7344249846,Active
POINT (-73.8864256640601 40.74369164614584),Strada,4413092,-73.8864256641,40.7436916461,Active
POINT (-73.84097750177001 40.662824575348196),Strada,4443116,-73.8409775018,40.6628245753,Active
POINT (-73.74217641293247 40.73108255254036),Strada,4303005,-73.7421764129,40.7310825525,Active
POINT (-73.82957935919472 40.70034826799458),Strada,4463023,-73.8295793592,40.700348268,Active
POINT (-73.8319814681493 40.68421680997553),Strada,4443093,-73.8319814681,40.68421681,Active
POINT (-73.84254786552344 40.69514493086741),Strada,4463003,-73.8425478655,40.6951449309,Active
POINT (-73.83601416130323 40.69770442312895),Strada,4463031,-73.8360141613,40.6977044231,Active
POINT (-73.8871026094372 40.74396942938087),Strada,4413139,-73.8871026094,40.7439694294,Active
POINT (-74.00690224043876 40.62780212462911),Strada,3441575,-74.0069022404,40.6278021246,Active
POINT (-73.99956324389609 40.624514462694854),Strada,3493003,-73.9995632439,40.6245144627,Active
POINT (-74.02581943791083 40.636079609955566),Strada,3423071,-74.0258194379,40.63607961,Active
POINT (-73.99468175145448 40.63634241960326),Strada,3493041,-73.9946817515,40.6363424196,Active
POINT (-73.99464537607994 40.63923183316832),Strada,3493053,-73.9946453761,40.6392318332,Active
POINT (-73.83487200353046 40.716918808160344),Strada,4043012,-73.8348720035,40.7169188082,Active
POINT (-73.92176686581094 40.700470314320945),Strada,3303028,-73.9217668658,40.7004703143,Active
POINT (-73.90862095790885 40.77459278325351),Strada,4181683,-73.9086209579,40.7745927833,Active
POINT (-73.85097405486586 40.72591932366413),Strada,4173063,-73.8509740549,40.7259193237,Active
POINT (-73.85856057627167 40.729551866734134),Strada,4173086,-73.8585605763,40.7295518667,Active
POINT (-73.86365646777232 40.7317973382573),Strada,4173104,-73.8636564678,40.7317973383,Active
POINT (-73.82789606912085 40.685951102157595),Strada,4293040,-73.8278960691,40.6859511022,Active
POINT (-73.80305500438554 40.76204765428821),Strada,4283106,-73.8030550044,40.7620476543,Active
POINT (-73.803872910551 40.76066035925213),Strada,4283093,-73.8038729106,40.7606603593,Active
POINT (-73.81167996747884 40.76491726705301),Strada,4283072,-73.8116799675,40.7649172671,Active
POINT (-73.90599226563273 40.74532661334069),Strada,4203009,-73.9059922656,40.7453266133,Active
POINT (-73.90158621911327 40.74584705046311),Strada,4203053,-73.9015862191,40.7458470505,Active
POINT (-73.84301833260784 40.68505066461801),Strada,4293004,-73.8430183326,40.6850506646,Active
POINT (-73.81894876561077 40.68833014940589),Strada,4293064,-73.8189487656,40.6883301494,Active
POINT (-73.82278536232137 40.686705209054615),Strada,4293058,-73.8227853623,40.6867052091,Active
POINT (-73.89747091741744 40.70740052848051),Strada,4263005,-73.8974709174,40.7074005285,Active
POINT (-73.86418876505287 40.73735935063099),Strada,4413153,-73.8641887651,40.7373593506,Active
POINT (-73.88664450775143 40.7387584223141),Strada,4413010,-73.8866445078,40.7387584223,Active
POINT (-73.88713975710147 40.744934831362606),Strada,4413070,-73.8871397571,40.7449348314,Active
POINT (-73.84723482509735 40.68141723905397),Strada,4443008,-73.8472348251,40.6814172391,Active
POINT (-73.83640122685881 40.68221538820222),Strada,4443078,-73.8364012269,40.6822153882,Active
POINT (-73.85394838091662 40.69326999951054),Strada,4313011,-73.8539483809,40.6932699995,Active
POINT (-73.74261189032703 40.71656401937927),Strada,4303038,-73.7426118903,40.7165640194,Active
POINT (-73.86127004615588 40.69220920440945),Strada,4313044,-73.8612700462,40.6922092044,Active
POINT (-73.88039415863685 40.756177961703486),Strada,4391224,-73.8803941586,40.7561779617,Active
POINT (-73.82138570382621 40.72523167270897),Strada,4512460,-73.8213857038,40.7252316727,Active
POINT (-73.97327532692093 40.678139270893325),Strada,3249900,-73.9732753269,40.6781392709,Active
POINT (-73.98299991286919 40.665318298287964),Strada,3179760,-73.9829999129,40.6653182983,Active
POINT (-73.93710865184266 40.664909557732464),Strada,3393025,-73.9371086518,40.6649095577,Active
POINT (-73.94062378965282 40.62602686305091),Strada,3333032,-73.9406237897,40.6260268631,Active
POINT (-73.97965017241313 40.60518484343287),Strada,3483011,-73.9796501724,40.6051848434,Active
POINT (-73.92509846341652 40.66343108303019),Strada,3373010,-73.9250984634,40.663431083,Active
POINT (-73.98829948596837 40.723685142511826),Strada,1133061,-73.988299486,40.7236851425,Active
POINT (-73.98290870316733 40.63363515235175),Strada,3602990,-73.9829087032,40.6336351524,Active
POINT (-73.85307911601569 40.726899761508655),Strada,4173117,-73.853079116,40.7268997615,Active
POINT (-73.86910417722986 40.74856301458528),Strada,4221276,-73.8691041772,40.7485630146,Active
POINT (-73.9086008604227 40.775041091820405),Strada,4181681,-73.9086008604,40.7750410918,Active
POINT (-73.84424896402594 40.67779796955628),Strada,4443106,-73.844248964,40.6777979696,Active
POINT (-73.87274340392031 40.73390013568995),Strada,4413041,-73.8727434039,40.7339001357,Active
POINT (-73.83974974905766 40.65785758930783),Strada,4443125,-73.8397497491,40.6578575893,Active
POINT (-73.8924310616974 40.754912521482154),Strada,4391238,-73.8924310617,40.7549125215,Active
POINT (-73.85088235643354 40.710626143288174),Strada,4522517,-73.8508823564,40.7106261433,Active
POINT (-73.95258329381173 40.585561214144064),Strada,3883002,-73.9525832938,40.5855612141,Active
POINT (-73.98025009862559 40.779701911494556),Strada,1033013,-73.9802500986,40.7797019115,Active
POINT (-73.97755637894998 40.77865889984808),Strada,1033086,-73.9775563789,40.7786588998,Active
POINT (-73.97361355967186 40.792438307979324),Strada,1218208,-73.9736135597,40.792438308,Active
POINT (-73.90955553166236 40.83263768461224),Strada,2043041,-73.9095555317,40.8326376846,Active
POINT (-73.95029014441812 40.78368053143098),Strada,1208040,-73.9502901444,40.7836805314,Active
POINT (-73.89879493572472 40.862142267059355),Strada,2013080,-73.8987949357,40.8621422671,Active
POINT (-73.89421870524616 40.84680757238884),Strada,2053040,-73.8942187052,40.8468075724,Active
POINT (-73.85138712704574 40.83293558001186),Strada,2063007,-73.851387127,40.83293558,Active
POINT (-73.88973274832999 40.84480608509627),Strada,2053028,-73.8897327483,40.8448060851,Active
POINT (-73.87713123467651 40.871544812834536),Strada,2073064,-73.8771312347,40.8715448128,Active
POINT (-73.86782336874057 40.85417229250631),Strada,2093042,-73.8678233687,40.8541722925,Active
POINT (-73.88842702850503 40.85445294262733),Strada,2131208,-73.8884270285,40.8544529426,Active
POINT (-73.81692288958638 40.81909496926352),Strada,2162910,-73.8169228896,40.8190949693,Active
