the_geom,MeterType,MeterNo,LONG,LAT,Status
POINT (-73.76377686928882 40.69189548632777),Strada,4253106,-73.7637768693,40.6918954863,Active
POINT (-73.90681583385114 40.700004796688575),Strada,4093094,-73.9068158339,40.7000047967,Inactive
POINT (-74.00279722822819 40.607830570556224),Strada,3713001,-74.0027972282,40.6078305706,Active
POINT (-73.86613772331152 40.757678664692996),Strada,4273029,-73.8661377233,40.7576786647,Active
POINT (-73.97226908052126 40.76060477949585),Strada,1433261,-73.9722690805,40.7606047795,Active
POINT (-73.90869623320631 40.87374886448698),Strada,2263003,-73.9086962332,40.8737488645,Active
POINT (-73.90948950241552 40.682272374399965),Strada,3193074,-73.9094895024,40.6822723744,Active
POINT (-73.92921469988273 40.69363187030596),Strada,3193114,-73.9292146999,40.6936318703,Active
POINT (-73.76446463251477 40.713389091979906),Strada,4243122,-73.7644646325,40.713389092,Active
POINT (-73.9784552860216 40.63047681595001),Strada,3103070,-73.978455286,40.630476816,Active
POINT (-73.93257115919461 40.69539493078462),Strada,3193056,-73.9325711592,40.6953949308,Active
POINT (-73.9357306127761 40.6973311965559),Strada,3193107,-73.9357306128,40.6973311966,Active
POINT (-73.88068348295101 40.88290873145919),Strada,2730077,-73.880683483,40.8829087315,Active
POINT (-73.9469100040626 40.81062811710609),Strada,1103001,-73.9469100041,40.8106281171,Active
POINT (-73.95649963666196 40.712694569465384),Strada,3283066,-73.9564996367,40.7126945695,Active
POINT (-73.93065258789622 40.67449574528947),Strada,3213030,-73.9306525879,40.6744957453,Active
POINT (-73.93108175693239 40.66997301205053),Strada,3213027,-73.9310817569,40.6699730121,Active
POINT (-73.90445475240267 40.85860062222915),Strada,2013182,-73.9044547524,40.8586006222,Active
POINT (-73.943094063212 40.66276833162659),Strada,3393035,-73.9430940632,40.6627683316,Active
POINT (-74.11771811336635 40.574776743727874),Strada,5053018,-74.1177181134,40.5747767437,Inactive
POINT (-73.88226698405431 40.85817812970366),Strada,2013123,-73.8822669841,40.8581781297,Active
POINT (-73.8888595561806 40.70132085089739),Strada,4361763,-73.8888595562,40.7013208509,Active
POINT (-73.83363330419449 40.75931486118866),Strada,4063067,-73.8336333042,40.7593148612,Inactive
POINT (-73.98007330484447 40.77582754466505),Strada,1039001,-73.9800733048,40.7758275447,Inactive
POINT (-73.98951825332796 40.730866639601516),Strada,1473129,-73.9895182533,40.7308666396,Active
POINT (-73.96082495130267 40.77795051376464),Strada,1273002,-73.9608249513,40.7779505138,Active
POINT (-73.95678163832129 40.78379072260563),Strada,1273032,-73.9567816383,40.7837907226,Active
POINT (-73.96016690709655 40.60843311494597),Strada,3053044,-73.9601669071,40.6084331149,Active
POINT (-73.99725645935422 40.603893971636374),Strada,3073072,-73.9972564594,40.6038939716,Active
POINT (-73.97385073038211 40.784354617283974),Strada,1039004,-73.9738507304,40.7843546173,Inactive
POINT (-73.81815956823658 40.70909502745256),Strada,4323110,-73.8181595682,40.7090950275,Active
POINT (-73.77162043608477 40.76460354117436),Strada,4213012,-73.7716204361,40.7646035412,Active
POINT (-73.81130955628431 40.67515037370598),Strada,4483116,-73.8113095563,40.6751503737,Active
POINT (-73.8786452394266 40.7251857670335),Strada,4493136,-73.8786452394,40.725185767,Active
POINT (-73.80929688416563 40.72047797645494),Strada,4433056,-73.8092968842,40.7204779765,Active
POINT (-73.79000645899353 40.73948195005919),Strada,4423118,-73.790006459,40.7394819501,Active
POINT (-73.82590337088496 40.74969869324442),Strada,4513015,-73.8259033709,40.7496986932,Active
POINT (-73.82603672162838 40.760643076824486),Strada,4063091,-73.8260367216,40.7606430768,Active
POINT (-73.90412121445259 40.700297639206205),Strada,4093042,-73.9041212145,40.7002976392,Active
POINT (-73.8353387665773 40.70718114707356),Strada,4023102,-73.8353387666,40.7071811471,Active
POINT (-73.84236978451167 40.719654585326836),Strada,4053066,-73.8423697845,40.7196545853,Active
POINT (-73.82716176137151 40.752734425381185),Strada,4063128,-73.8271617614,40.7527344254,Active
POINT (-73.8452359402891 40.72026823780104),Strada,4053030,-73.8452359403,40.7202682378,Active
POINT (-73.84392399162839 40.722064138887184),Strada,4053085,-73.8439239916,40.7220641389,Active
POINT (-73.9148483799377 40.75243314614695),Strada,4343150,-73.9148483799,40.7524331461,Active
POINT (-73.81436497142406 40.79007936694654),Strada,4383122,-73.8143649714,40.7900793669,Active
POINT (-73.81816868910875 40.703610450383216),Strada,4323125,-73.8181686891,40.7036104504,Active
POINT (-74.00917586990916 40.717106835723314),Strada,1113028,-74.0091758699,40.7171068357,Active
POINT (-73.75414299772815 40.60443647242536),Strada,4823001,-73.7541429977,40.6044364724,Active
POINT (-73.82804198487986 40.68930764591654),Strada,4293121,-73.8280419849,40.6893076459,Active
POINT (-73.8807152272918 40.74121399490717),Strada,4413158,-73.8807152273,40.7412139949,Active
POINT (-73.99809629596729 40.73581969275501),Strada,1413008,-73.998096296,40.7358196928,Active
POINT (-73.9446338967985 40.80871595123391),Strada,1253002,-73.9446338968,40.8087159512,Active
POINT (-73.9185093775439 40.687402921848935),Strada,3193067,-73.9185093775,40.6874029218,Active
POINT (-73.75461798098321 40.71383523859492),Strada,4303114,-73.754617981,40.7138352386,Active
POINT (-73.95694969574377 40.802115957896696),Strada,1503037,-73.9569496957,40.8021159579,Active
POINT (-73.81337966207614 40.67553097121755),Strada,4483149,-73.8133796621,40.6755309712,Active
POINT (-73.92474358791641 40.691088194658505),Strada,3193094,-73.9247435879,40.6910881947,Active
POINT (-74.01082479849138 40.63762823150651),Strada,3123183,-74.0108247985,40.6376282315,Active
POINT (-73.87057834061837 40.76205804990464),Strada,4393008,-73.8705783406,40.7620580499,Active
POINT (-73.936384038895 40.79873536161291),Strada,1263075,-73.9363840389,40.7987353616,Active
POINT (-73.94812633584621 40.678510357908216),Strada,3403123,-73.9481263358,40.6785103579,Active
POINT (-73.88541837201636 40.66032861011493),Strada,3383133,-73.885418372,40.6603286101,Active
POINT (-73.92728988999939 40.80725249058836),Strada,2213019,-73.92728989,40.8072524906,Active
POINT (-73.95322354331567 40.8034249949623),Strada,1283012,-73.9532235433,40.803424995,Active
POINT (-73.94112914289423 40.75549169191879),Strada,4233173,-73.9411291429,40.7554916919,Active
POINT (-73.91052296609945 40.76172804883245),Strada,4073056,-73.9105229661,40.7617280488,Active
POINT (-74.07665266883117 40.64063045968832),Strada,5023016,-74.0766526688,40.6406304597,Active
POINT (-73.88463841540559 40.70157924292695),Strada,4361748,-73.8846384154,40.7015792429,Active
POINT (-73.76503723074104 40.69195164450237),Strada,4253101,-73.7650372307,40.6919516445,Active
POINT (-73.73436265334503 40.771417767952215),Strada,4333126,-73.7343626533,40.771417768,Active
POINT (-73.97813092650759 40.77814660294484),Strada,1039006,-73.9781309265,40.7781466029,Inactive
POINT (-73.96580971249827 40.57676625318144),Strada,3083055,-73.9658097125,40.5767662532,Active
POINT (-73.97819638786339 40.605256118790265),Strada,3483059,-73.9781963879,40.6052561188,Active
POINT (-73.95223688069316 40.786666699607416),Strada,1273001,-73.9522368807,40.7866666996,Active
POINT (-73.71714377544224 40.744163128771824),Strada,4473102,-73.7171437754,40.7441631288,Active
POINT (-73.77026505247538 40.76235846619505),Strada,4213059,-73.7702650525,40.7623584662,Active
POINT (-73.7015460747174 40.73888914853221),Strada,4473126,-73.7015460747,40.7388891485,Active
POINT (-73.81999567051065 40.67427645546129),Strada,4483142,-73.8199956705,40.6742764555,Active
POINT (-73.82594920038903 40.743241771123316),Strada,4513019,-73.8259492004,40.7432417711,Active
POINT (-73.7863613217565 40.739906785510534),Strada,4423122,-73.7863613218,40.7399067855,Active
POINT (-73.86883814125626 40.75720238931312),Strada,4273006,-73.8688381413,40.7572023893,Active
POINT (-73.98115652862958 40.749445404927826),Strada,1443067,-73.9811565286,40.7494454049,Active
POINT (-73.92483440017052 40.69100367238287),Strada,3193062,-73.9248344002,40.6910036724,Active
POINT (-73.92085077682763 40.688893645716234),Strada,3193090,-73.9208507768,40.6888936457,Active
POINT (-73.76931202273592 40.71224211674773),Strada,4243112,-73.7693120227,40.7122421167,Active
POINT (-73.99237646066481 40.71630875031843),Strada,1023105,-73.9923764607,40.7163087503,Active
POINT (-73.83000402663605 40.68888048673448),Strada,4293118,-73.8300040266,40.6888804867,Active
POINT (-73.94330978532419 40.70843470216662),Strada,3193112,-73.9433097853,40.7084347022,Active
POINT (-73.74435737246466 40.67755061007356),Strada,4163110,-73.7443573725,40.6775506101,Active
POINT (-73.86051187750411 40.757939777065886),Strada,4273023,-73.8605118775,40.7579397771,Active
POINT (-73.82424764563667 40.69038513416655),Strada,4293143,-73.8242476456,40.6903851342,Active
POINT (-73.86127397149434 40.75008608816032),Strada,4193070,-73.8612739715,40.7500860882,Active
POINT (-73.92010879483567 40.678851061437236),Strada,3403126,-73.9201087948,40.6788510614,Active
POINT (-73.91712917116206 40.686755994814504),Strada,3193085,-73.9171291712,40.6867559948,Active
POINT (-73.93044541541262 40.67048497118435),Strada,3213016,-73.9304454154,40.6704849712,Active
POINT (-73.93914513845831 40.79767406467964),Strada,1283002,-73.9391451385,40.7976740647,Active
POINT (-73.9545584248074 40.805392444874926),Strada,1503041,-73.9545584248,40.8053924449,Active
POINT (-73.84144253398549 40.72015848084056),Strada,4053097,-73.841442534,40.7201584808,Active
POINT (-73.9313485459445 40.6597119347346),Strada,3163115,-73.9313485459,40.6597119347,Active
POINT (-73.78844268346093 40.75200347542679),Strada,4283155,-73.7884426835,40.7520034754,Active
POINT (-73.95173119228807 40.802794287192086),Strada,1283017,-73.9517311923,40.8027942872,Active
POINT (-74.00660407974623 40.60407426842865),Strada,3071379,-74.0066040797,40.6040742684,Active
POINT (-73.92019215964353 40.77056929738992),Strada,4233122,-73.9201921596,40.7705692974,Active
POINT (-73.86510699630281 40.67754387160975),Strada,3773005,-73.8651069963,40.6775438716,Active
POINT (-73.70057089622108 40.73932306503738),Strada,4473123,-73.7005708962,40.739323065,Active
POINT (-73.96207341652278 40.57756889116145),Strada,3083046,-73.9620734165,40.5775688912,Active
POINT (-73.84634990844916 40.78491250466158),Strada,4373112,-73.8463499084,40.7849125047,Active
POINT (-73.91120232991308 40.70046948086057),Strada,4093112,-73.9112023299,40.7004694809,Inactive
POINT (-73.74960031595867 40.768624264719044),Strada,4333108,-73.749600316,40.7686242647,Active
POINT (-73.99918715164166 40.7339456892701),Strada,1143042,-73.9991871516,40.7339456893,Active
POINT (-73.84571752455317 40.78510525977516),Strada,4373109,-73.8457175246,40.7851052598,Active
POINT (-73.71765843702964 40.74438001002725),Strada,4473112,-73.717658437,40.74438001,Active
POINT (-73.74752886608105 40.69581356049647),Strada,4253111,-73.7475288661,40.6958135605,Active
POINT (-73.70241259150272 40.7519650357775),Strada,4473120,-73.7024125915,40.7519650358,Active
POINT (-73.74952007455747 40.70328048415312),Strada,4253112,-73.7495200746,40.7032804842,Active
POINT (-73.90568483094177 40.70004713788435),Strada,4093040,-73.9056848309,40.7000471379,Active
POINT (-74.00884961683195 40.718949944010475),Strada,1113031,-74.0088496168,40.718949944,Active
POINT (-73.73990132818906 40.67582826340189),Strada,4163118,-73.7399013282,40.6758282634,Active
POINT (-73.95337278747068 40.80729139265794),Strada,1503046,-73.9533727875,40.8072913927,Active
POINT (-73.8477076870932 40.722491068128924),Strada,4053053,-73.8477076871,40.7224910681,Active
POINT (-73.9103733280746 40.77513214000257),Strada,4803003,-73.9103733281,40.77513214,Active
POINT (-73.85814902727188 40.680746083280866),Strada,4293106,-73.8581490273,40.6807460833,Active
POINT (-73.90713103002234 40.87339369924436),Strada,2263005,-73.90713103,40.8733936992,Active
POINT (-73.91045342638283 40.68298585970791),Strada,3193076,-73.9104534264,40.6829858597,Active
POINT (-73.93072583534384 40.6945186425235),Strada,3193101,-73.9307258353,40.6945186425,Active
POINT (-73.75178527071571 40.714597034101445),Strada,4303083,-73.7517852707,40.7145970341,Active
POINT (-73.93036345985303 40.69415395109095),Strada,3193116,-73.9303634599,40.6941539511,Active
POINT (-73.9371592649397 40.698133802769384),Strada,3193109,-73.9371592649,40.6981338028,Active
POINT (-73.93066338927092 40.67289013029594),Strada,3213033,-73.9306633893,40.6728901303,Active
POINT (-73.80766278690909 40.79340871827206),Strada,4383133,-73.8076627869,40.7934087183,Active
POINT (-73.90137421884884 40.857959834976775),Strada,2013179,-73.9013742188,40.857959835,Active
POINT (-73.93821310717236 40.79657023597545),Strada,1263071,-73.9382131072,40.796570236,Active
POINT (-74.10614484858618 40.630653867371294),Strada,5043072,-74.1061448486,40.6306538674,Active
POINT (-73.99310842994801 40.75109158264256),Strada,1443808,-73.9931084299,40.7510915826,Active
POINT (-73.93277317976482 40.74369665462404),Strada,4153010,-73.9327731798,40.7436966546,Active
POINT (-73.86126894423282 40.67998964148497),Strada,3623011,-73.8612689442,40.6799896415,Inactive
POINT (-73.93705181754189 40.85049305784043),Strada,1058388,-73.9370518175,40.8504930578,Active
POINT (-73.9064960335702 40.70004040024419),Strada,4093101,-73.9064960336,40.7000404002,Active
POINT (-73.98848080235082 40.73748525887391),Strada,1453270,-73.9884808024,40.7374852589,Active
POINT (-74.00164403031314 40.60778892750422),Strada,3073098,-74.0016440303,40.6077889275,Active
POINT (-73.99683014035571 40.60333305886435),Strada,3903001,-73.9968301404,40.6033330589,Active
POINT (-73.84593623936449 40.78290856955199),Strada,4373118,-73.8459362394,40.7829085696,Active
POINT (-73.93285006898027 40.67061787334311),Strada,3213019,-73.932850069,40.6706178733,Active
POINT (-73.97867531928406 40.73650895033883),Strada,1133092,-73.9786753193,40.7365089503,Active
POINT (-73.77415689466423 40.67150856291319),Strada,4483144,-73.7741568947,40.6715085629,Active
POINT (-73.96377976756874 40.77368500166662),Strada,1183042,-73.9637797676,40.7736850017,Active
POINT (-73.91341883603816 40.68466940571838),Strada,3193080,-73.913418836,40.6846694057,Active
POINT (-73.99329750685226 40.72263906093515),Strada,1243140,-73.9932975069,40.7226390609,Active
POINT (-73.9527360703078 40.5875753025419),Strada,3783001,-73.9527360703,40.5875753025,Active
POINT (-73.94758882461684 40.801234301559944),Strada,1283021,-73.9475888246,40.8012343016,Active
POINT (-73.99819736377812 40.71936902059092),Strada,1243064,-73.9981973638,40.7193690206,Active
POINT (-73.8981993363604 40.820926494919576),Strada,2033026,-73.8981993364,40.8209264949,Retired
POINT (-74.00850950001072 40.63985634082231),Strada,3123179,-74.0085095,40.6398563408,Active
POINT (-74.0151600826025 40.63001072208815),Strada,3123186,-74.0151600826,40.6300107221,Active
POINT (-73.94505756340062 40.81373315990487),Strada,1103003,-73.9450575634,40.8137331599,Active
POINT (-73.95303807823898 40.80279560773736),Strada,1503053,-73.9530380782,40.8027956077,Active
POINT (-73.95008525293225 40.583598506492024),Strada,3343055,-73.9500852529,40.5835985065,Active
POINT (-73.97239032924682 40.67652857697843),Strada,3243006,-73.9723903292,40.676528577,Active
POINT (-73.91736528073315 40.773760497054596),Strada,4183015,-73.9173652807,40.7737604971,Active
POINT (-74.00086614874155 40.736040698841734),Strada,1413015,-74.0008661487,40.7360406988,Active
POINT (-74.03433335840606 40.615223725661835),Strada,3423089,-74.0343333584,40.6152237257,Active
POINT (-74.07604338483189 40.63722593804592),Strada,5023010,-74.0760433848,40.637225938,Active
POINT (-73.90569464516888 40.699564904303024),Strada,4093005,-73.9056946452,40.6995649043,Active
POINT (-73.95785653785691 40.710761984555155),Strada,3283057,-73.9578565379,40.7107619846,Active
POINT (-73.9966889471194 40.59337464575467),Strada,3071407,-73.9966889471,40.5933746458,Inactive
POINT (-73.9120971474111 40.76733434209412),Strada,4073026,-73.9120971474,40.7673343421,Active
POINT (-73.88487320231488 40.74974564716786),Strada,4123031,-73.8848732023,40.7497456472,Active
POINT (-73.88959299720376 40.74913897151744),Strada,4123071,-73.8895929972,40.7491389715,Active
POINT (-73.82951004860624 40.761729864703284),Strada,4063098,-73.8295100486,40.7617298647,Active
POINT (-73.82650138520216 40.75217964126216),Strada,4063130,-73.8265013852,40.7521796413,Active
